UID;Frage;Antwort;Subject;Zusatzangaben;Tausch;Phase;Eingabedatum;DueDate
1084;proben;rehearse;Business English 1;;;4;01.12.13;15.02.14
1085;promover     La ciudad de Valencia ha decidido promover el estudio de inglés entre jóvenes con 300 matrículas gratuitas para los menores de 30 años desempleados;fördern;ECOS Español;;;6;06.01.18;
1086;promptly & properly;zügig & ordnungsgemäß;Business English 1;;;4;04.11.13;28.01.14
1087;promt and properly;pünktlich und ordnungsgemäß liefern;Business English 2;;swapped;3;11.03.15;30.12.15
1088;property rights;Eigentumsrechte;Business English 2;;swapped;2;11.03.15;23.12.15
1089;proponer     yo propongo que cambiemos el eslogan.;vorschlagen;El arte de empezar;;;6;12.11.17;
1090;Propongo / proponemos iniciar una nueva campaña de publicidad.;Ich schlage vor / wir schlagen vor eine neue Werbekampagne zu starten.;Español Gramática;;swapped;2;04.03.18;08.03.18
1091;prospect  prospectus (es);Voraussicht  Prospekt;Business English 1;;swapped;5;01.12.13;06.04.18
1092;provided that;vorausgesetzt, dass;Business English 1;;;5;04.11.13;19.03.16
1093;Public Limited Company;PLC (-AG);Business English 1;;swapped;4;04.11.13;26.01.14
1094;pünktlich und ordnungsgemäß liefern;promt and properly;Business English 2;;;1;11.03.15;11.03.15
1095;purposely, deliberately, willingly;vorsätzlich;Business English 2;;swapped;2;11.03.15;09.01.18
1096;put sb. in arrears;in Verzug setzten;Business English 1;;swapped;1;12.01.14;06.01.18
1097;quantity discount;Mengenrabatt;Business English 1;;;4;04.11.13;27.01.14
1098;quantity discount;Mengenrabatt;Business English 2;;;3;11.03.15;16.06.15
1099;quebrado;gebrochen;El arte de empezar;;;6;21.05.17;
1100;Que lo pases bien.;Lass es dir gut gehen.;Español Gramática;;;3;18.02.18;13.03.18
1101;Qué pides?;Was bestellst du?;ECOS Español;;;6;04.02.18;
1102;querer (ind);quise;Malaga 2018;;;5;29.03.18;12.01.19
1103;Que yo sepa...;Soweit ich weiß...;El arte de empezar;;;6;12.11.17;
1104;Quieres acompañarme?;Möchtest Du mich begleiten?;Malaga 2018;;swapped;5;29.03.18;12.01.19
1105;Quittung;receipt;Business English 1;;;5;01.12.13;06.04.18
1106;quotations;Preisangebote;Business English 1;;;1;04.11.13;06.01.18
1107;Radiergummi;eraser;Business English 1;;swapped;5;01.12.13;06.04.18
1108;Rahmenbedingungen;framework conditions;Business English 1;;;5;04.11.13;19.03.16
1109;rather impatient  fairly good;"ziemlich ungeduldig  ""     gut";Business English 1;;swapped;4;01.12.13;17.02.14
1110;ready for dispatch;Versandbereitschaft;Business English 2;;swapped;2;11.03.15;09.06.15
1111;rebasar     sobrepasar     Cuando la verdad rebasa las cinco líneas, es una novela.;überschreiten     übertreffen;ECOS Español;;;6;06.01.18;
1112;receipt;Quittung;Business English 1;;swapped;4;01.12.13;17.02.14
1113;recently;kürzlich;Business English 1;;;4;04.11.13;26.01.14
1114;rechazar;ablehnen;El arte de empezar;;swapped;6;21.05.17;
1115;Rechnung;invoice (bill);Business English 2;;;3;11.03.15;16.01.18
1116;Rechnung betriebsw.  im Restaurant;invoices  bill;Business English 1;;swapped;4;04.11.13;26.01.14
1117;Rechtssprechung;jurisdication;Business English 2;;;2;11.03.15;22.03.15
1118;rechtzeitig;in time;Business English 1;;;4;04.11.13;28.01.14
1119;recíproco;gegenseitig     auch: wechselseitig;El arte de empezar;;swapped;5;20.01.18;02.03.19
1120;recopilar     Han recopilado 700 versos enviados en todos idiomas por los ciudadanos.;zusammenstellen;ECOS Español;;;1;04.11.18;04.11.18
1121;Recuerde que los Españoles se suelen involucrar en su discurso.;Erinnern Sie sich daran, dass die Spanier es gewohnt sind sich an Diskussionen zu beteiligen.;Español Gramática;;;2;04.03.18;08.03.18
1122;Recuerde que para los Españoles la distancia exagerada denota frialdad.;Erinnern Sie sich, dass übertriebene Distanz für Spanier auf Gleichgültigkeit hindeutet.;Español Gramática;;;3;04.03.18;06.12.18
1123;recuperar     recuperar la sobriedad;wiederherstellen     ausnüchtern;ECOS Español;;;6;06.01.18;
1124;reduziert sein;está rebajado;Malaga 2018;;swapped;5;29.03.18;12.01.19
1125;reforzar     la gran brecha de calidad entre la educación pública y privada que refuerza la desigualidad social en Latinoamerica.;verstärken;ECOS Español;;;6;06.01.18;
1126;refrenarse     Cuando Steve Jobs pensaba en una critica no podía refrenarse de compartirlo.;sich zurückhalten;El arte de empezar;;swapped;5;21.05.17;19.01.19
1127;refuse;ablehnen;Business English 2;;swapped;2;11.03.15;09.06.15
1128;regarded as;angesehen als;Business English 1;;;4;04.11.13;26.01.14
1129;regatear en un basar     = negociar en la calle;verhandeln / feilschen;Malaga 2018;;;5;29.03.18;07.12.18
1130;regular customer;Stammkunde;Business English 1;;swapped;4;01.12.13;15.02.14
1131;rehearse;proben;Business English 1;;swapped;4;01.12.13;15.02.14
1132;Reisekosten;travel expenditures;Business English 1;;;1;01.12.13;20.12.15
1133;reliable  dependable;zuverlässig;Business English 1;;;6;04.11.13;
1134;renowned as;bekannt als;Business English 1;;swapped;2;01.12.13;09.01.18
1135;repair;Reparatur;Business English 2;;swapped;4;11.03.15;19.01.16
1136;Reparatur;repair;Business English 2;;;2;11.03.15;09.06.15
1137;"repartidos por M     En total hay 1100 pasos de cebra ""versificados"" repartidos por Madrid.";verteilt in M;ECOS Español;;;1;04.11.18;04.11.18
1138;Repetir la pregunta le dará algo de tiempo para pensar en la respuesta.;Die Frage zu wiederholen gibt Ihnen ein bisschen Zeit, um über die Antwort nachzudenken.;Español Gramática;;;2;04.03.18;08.03.18
1139;replace  supersede, replace, substitute;ersetzen  + 0 -;Business English 2;;swapped;2;11.03.15;09.01.18
1140;representativ;Vertreter;Business English 1;;;4;04.11.13;28.01.14
1141;request;Forderung;Business English 1;;swapped;3;12.01.14;28.01.14
1142;resale discount;Wiederverkäuferrabatt;Business English 1;;;5;04.11.13;06.04.18
1143;respective;jeweilig;Business English 1;;;4;01.12.13;15.02.14
1144;respective;jeweilig;Business English 2;;swapped;3;11.03.15;30.12.15
1145;"restringir  retirar     Por esta razón, Barcelona ha restringido las zonas de circulación;  Valencia, de momento, los ha retirado, y Madrid quiere regular dónde se puede circular con ellos.";einschränken  aus dem Verkehr ziehen;ECOS Español;;;1;04.11.18;04.11.18
1146;retailer's mark-up;Preisaufschlag der Händler;Business English 1;;;3;12.01.14;28.01.14
1147;retirados;Pensionäre;El arte de empezar;;swapped;6;21.05.17;
1148;reunirse con     Ahora me reúno     La semana pasada...  me reuní  te reuniste     El año pasado siempre..  me reunía  te reunías;sich treffen mit;El arte de empezar;;;6;21.05.17;
1149;revisar     La profesora revisará nuestros examenes el fin de semana.;kontrollieren;Malaga 2018;;swapped;5;29.03.18;12.01.19
1150;right from the beginning;von Anfang an;Business English 2;;;3;11.03.15;17.06.15
1151;riskieren, verspielen;to jeopardize;Business English 1;;swapped;1;04.11.13;20.12.15
1152;rund herum;alrededor;El arte de empezar;;;6;21.05.17;
1153;saber (ind)     Ich wusste davon nichts.;supe, supiste, supo     No supe nada de eso.;Malaga 2018;;;5;29.03.18;23.02.19
1154;sabio;weise / klug;El arte de empezar;;swapped;6;21.05.17;
1155;sacar en claro     Lo sacamos en claro de la última encuesta a los empleados.;Klarheit schaffen     auch: klar werden;El arte de empezar;;swapped;6;20.01.18;
1156;Sachschäden;material damage;Business English 2;;;2;11.03.15;23.12.15
1157;sacrificar;opfern;El arte de empezar;;;6;21.05.17;
1158;sacudir la cabeza;den Kopf schütteln;El arte de empezar;;;6;21.05.17;
1159;Sag das nicht.;No digas eso.;Español Gramática;;swapped;4;18.02.18;26.12.18
1160;salary;Gehalt;Business English 2;;swapped;2;11.03.15;09.06.15
1161;salir (ind.)     yo salgo  tu sales  el sale   ;salí  saliste  salió;Malaga 2018;;;5;29.03.18;07.12.18
1162;salvar alguien de algo;jmdn. vor etwas retten;El arte de empezar;;;6;21.05.17;
1163;sano y salvo;gesund und munter;El arte de empezar;;;6;21.05.17;
1164;satisfying;zufrieden stellend;Business English 2;;swapped;2;11.03.15;23.12.15
1165;satt sein;estoy lleno / satisfecho;Malaga 2018;;swapped;5;29.03.18;07.12.18
1166;Schadensersatz;damages     to sue somebody for damages;Business English 1;;swapped;2;01.12.13;09.01.18
1167;Schadensersatz fordern;to claim for damages;Business English 1;;;3;12.01.14;28.01.14
1168;Schadensersatz fordern;claim for damages;Business English 2;;;3;11.03.15;20.02.18
1169;scheitern  Wer es nicht versucht hat schon verloren;fracasar  El que no intenta ya fracasó;El arte de empezar;;swapped;6;21.05.17;
1170;schieben/drücken;empujar  presionar;El arte de empezar;;swapped;6;21.05.17;
1171;schneidern;confeccionar;El arte de empezar;;swapped;6;21.05.17;
1172;schon;ya;El arte de empezar;;swapped;6;21.05.17;
1173;Schon Marx sagte...;"Ya lo dijo Marx...     ""La economía es el motor de la historia.""";Español Gramática;;swapped;1;04.03.18;26.11.18
1174;schreien;gritar;El arte de empezar;;;6;12.11.17;
1175;Schulden;la deuda;El arte de empezar;;swapped;6;21.05.17;
1176;schweben;flotar;El arte de empezar;;swapped;6;12.11.17;
1177;scrupulous;gewissenhaft;Business English 1;;;4;04.11.13;27.01.14
1178;scrutinize;sorgfältig prüfen;Business English 1;;;4;06.01.14;19.01.16
1179;seaworthy  seawrothily;seefest;Business English 1;;;4;04.11.13;26.01.14
1180;seefest;seaworthy  seawrothily;Business English 1;;swapped;1;04.11.13;20.12.15
1181;Según cuentan,     aunque todas las luces del castillo se apaguen, el cuadro se ve iluminado.;Wie man erzählt, ...;ECOS Español;;;1;04.11.18;04.11.18
1182;"se hace camino al andar     Caminante, son tus huellas el camino y nada más;  Caminante, no hay camino, se hace camino al andar.";der Weg entsteht beim Gehen;ECOS Español;;;1;04.11.18;04.11.18
1183;Se ha duchado.;Er hat sich geduscht.;Español Gramática;;swapped;5;10.02.18;24.02.19
1184;se ha relevado como la mejor herramienta para frenar a los partidos de extrema derecha;hat sich als das beste Werkzeug herausgestellt, um rechte Parteien zu stoppen;El arte de empezar;;;6;22.10.17;
1185;sehr zu unserem Bedauern, unserer Überraschung;much to our regret, surprise;Business English 1;;swapped;5;04.11.13;19.03.16
1186;Sei's drum.;That's as may be.;Business English 1;;;2;06.01.14;19.01.14
1187;sein Handy aufladen;cargar su móvil;Malaga 2018;;swapped;5;29.03.18;12.01.19
1188;Seit 2013 / seit 5 Jahren;Desde 2013 / desde hace 5 años;Malaga 2018;;swapped;5;29.03.18;07.12.18
1189;Seit August lerne ich Spanisch.;Desde agosto estudio español.;ECOS Español;;;6;04.02.18;
1190;Seit einer Woche ist sie in meinem Kurs.;Desde hace una semana está en mi curso.;ECOS Español;;;2;04.02.18;07.11.18
1191;Seit vorigem Jahr wohne ich hier.;Desde el año pasado vivo aquí.;Español Gramática;;swapped;5;10.02.18;24.02.19
1192;selbstverständlich;it goes without saying that;Business English 1;;;5;01.12.13;19.03.16
1193;Señor Pérez, le veo mañana, verdad?;Herr Pérez, ich sehe Sie morgen, nicht wahr?;Español Gramática;;swapped;4;10.02.18;30.03.18
1194;Se presignó antes de escribir el examen.     persignarse;Er bekreuzigte sich bevor er die Klausur schrieb.     sich bekreuzigen;Malaga 2018;;swapped;5;29.03.18;12.01.19
1195;ser (ind.);fui, fuiste, fue;Malaga 2018;;;5;29.03.18;12.01.19
1196;ser castigado     Tres días más tarde, el desafortunado regresa a Guadix con las manos vacías y es castigado por su fracaso con baldazos de pintura;bestraft werden;ECOS Español;;;6;06.01.18;
1197;ser consciente de algo;sich etwas bewusst sein;El arte de empezar;;;6;21.05.17;
1198;ser mayor/ menor que;älter/ jünger sein als;ECOS Español;;swapped;6;04.02.18;
1199;ser mejor/ peor que;besser/ schlechter sein als;ECOS Español;;swapped;6;04.02.18;
1200;service;Dienstleistung;Business English 2;;swapped;3;11.03.15;16.01.18
1201;servir;dienen;El arte de empezar;;swapped;6;12.11.17;
1202;shipping documents;Versanddokumente;Business English 1;;;5;01.12.13;19.03.16
1203;sich an etwas erfreuen;gozar de algo     Poder gozar de un colectivo de ventas con actitud es un capital impagable.;Malaga 2018;;swapped;3;18.08.18;12.12.18
1204;sich an jemanden wenden;dirijirse     Por favor, dirijanse a las personas de contacto de su respectativa división.;El arte de empezar;;swapped;2;20.01.18;05.12.18
1205;sich auf etwas stürzen     Stürzen wir uns auf die Arbeit!;lanzarse a algo     Lanzemonos al trabajo!;El arte de empezar;;swapped;6;21.05.17;
1206;sich begeistern für   ;aficionarse a     sin saber cómo, me aficioné a las islas Canarias;ECOS Español;;swapped;3;06.01.18;14.11.18
1207;sich beschweren;to complain;Business English 2;;;1;11.03.15;20.12.15
1208;sich etwas bewusst sein;ser consciente de algo;El arte de empezar;;swapped;6;21.05.17;
1209;sich freuen auf;looking forward to (+gerund) meeting you;Business English 1;;swapped;5;04.11.13;18.04.14
1210;sich für etwas interessieren;interesarse por;ECOS Español;;;6;04.02.18;
1211;sich nicht leisten können;can't really afford;Business English 1;;;1;01.12.13;20.12.15
1212;sich sehnen nach;longing for;Business English 1;;swapped;4;04.11.13;13.02.14
1213;sich treffen mit;reunirse con     Ahora me reúno     La semana pasada...  me reuní  te reuniste     El año pasado siempre..  me reunía  te reunías;El arte de empezar;;swapped;4;21.05.17;01.01.19
1214;sich unterziehen;undergoing;Business English 1;;swapped;6;04.11.13;
1215;sich verbreiten   ;difundirse     Desde entonces se difundió como sombrero de Panamá, pero usted ahora saben que es de Ecuador;ECOS Español;;swapped;2;06.01.18;07.11.18
1216;sich vergucken  misprint - Fehldruck;to make a misprint;Business English 1;;swapped;4;01.12.13;13.02.14
1217;sich zurückhalten;refrenarse     Cuando Steve Jobs pensaba en una critica no podía refrenarse de compartirlo.;El arte de empezar;;;5;21.05.17;02.03.19
1218;Sie arbeitet mit mir.;Trabaja conmigo.;ECOS Español;;swapped;6;04.02.18;
1219;Sie denkt an uns.;Piensa en nosotros.;ECOS Español;;swapped;6;04.02.18;
1220;sie dürfen versichert sein;you may rest assured;Business English 1;;swapped;5;04.11.13;06.04.18
1221;Siehst du das Mädchen?     Ja, ich sehe sie.;Ves a esta chica?     Sí, la veo.;Español Gramática;;;5;10.02.18;12.01.19
1222;Siehst du die Jungs?     Nein, ich sehe sie nicht.;Ves a los chicos?     No, no los veo.;Español Gramática;;;5;10.02.18;24.02.19
1223;Siehst du etwas?     Nein, ich sehe nichts.;Ves algo?     No, no veo nada.;Español Gramática;;;5;10.02.18;12.01.19
1224;Siehst du jemand?     Nein, ich sehe niemand.;Ves a algien?     No, no veo a nadie.;Español Gramática;;;4;10.02.18;30.03.18
1225;Sie ist in einem Kurs mit mir;Está en un curso conmigo;Malaga 2018;;;5;29.03.18;07.12.18
1226;Sie kennen euch nicht.;No os conocen.;Español Gramática;;;1;10.02.18;14.10.18
1227;sie sind verpflichtet zu;you are obliged to;Business English 1;;;4;12.01.14;05.02.18
1228;Sie suchen ihn gerade.;Lo están buscando. / Están buscandolo.;Español Gramática;;;4;10.02.18;30.03.18
1229;sign;unterschreiben;Business English 2;;swapped;1;11.03.15;11.03.15
1230;sign / conclude a contract;einen Vertrag schließen;Business English 2;;swapped;3;11.03.15;30.12.15
1231;signatures;Unterschriften;Business English 1;;swapped;3;12.01.14;28.01.14
1232;significant;auffällig;Business English 2;;swapped;3;11.03.15;17.06.15
1233;si la brecha entre los ricos y los pobres sigue creciendo;wenn die Schere zwischen arm und reich sich weiter öffnet;El arte de empezar;;;2;02.12.18;05.12.18
1234;single source supplier / sole supplier;Alleinlieferant;Business English 2;;swapped;1;11.03.15;11.03.15
1235;Si no capta la atención de la audiencia al principio, será muy difícil conseguirlo después.;Wenn Sie die Aufmerksamkeit des Publikums nicht zu anfang gewinnen, wird es sehr schwer das später zu erreichen.;Español Gramática;;;2;04.03.18;08.03.18
1236;Si quiere acercarse psicológicamente a su audiencia, acorte la distancia física.;Wenn Sie sich psychologische ihrem Publikum nähern möchten, verkürzen sie die physische Distanz.;Español Gramática;;;3;04.03.18;06.12.18
1237;S ist weniger schwierig als D.;E es menos difícil que alemán.;ECOS Español;;swapped;6;04.02.18;
1238;Si tenemos tiempo mañana, iremos a la playa.;Wenn wir morgen Zeit haben, werden wir an den Strand gehen.;Español Gramática;;;4;18.02.18;26.12.18
1239;sketch words;Stichwörter;Business English 2;;;4;11.03.15;19.01.16
1240;Skonto;payment discount;Business English 1;;swapped;1;04.11.13;20.12.15
1241;Skonto;payment discount;Business English 2;;swapped;4;11.03.15;05.02.18
1242;slackness;Nachlässigkeit, Schlampigkeit;Business English 1;;;3;06.01.14;28.01.14
1243;solicitar     solicitado;beantragen     angefordert;El arte de empezar;;;3;20.01.18;12.12.18
1244;Sollten Sie einen unserer Mitarbeiter in ein festes Arbeitsverhältnis übernehmen, werden wir keinerlei Vermittlungsgebühr bezahlen.;If you take over one of our staff into firm employment, we won't pay any commission fee.;Business English 2;;;4;11.03.15;05.02.18
1245;somit;thus;Business English 1;;;4;01.12.13;17.02.14
1246;sonreír     la sonrisa   ;lachen     das Lächeln;ECOS Español;;swapped;6;09.02.18;
1247;sorgfältig prüfen;scrutinize;Business English 1;;swapped;2;06.01.14;09.01.18
1248;sospechar;vermuten;El arte de empezar;;;6;21.05.17;
1249;sostenible;nachhaltig;El arte de empezar;;;6;21.05.17;
1250;Soweit ich weiß...;Que yo sepa...;El arte de empezar;;swapped;4;12.11.17;01.01.19
1251;sowohl ... als auch...;tanto... como...     Tanto si son colegas del mismo rango profesional como si usted quiere dar un tono coloquial a su discurso.;El arte de empezar;;;2;04.03.18;05.12.18
1252;Sparst du deine Einkäufe für die Angebote?;Dejas las compras para la época de las rabajas?;Malaga 2018;;swapped;4;29.03.18;26.12.18
1253;Spaß haben;divertirse;El arte de empezar;;;6;12.11.17;
1254;special / particular circumstances;besondere Umstände;Business English 2;;swapped;2;11.03.15;10.06.15
1255;Spediteur;(freight) forwarder;Business English 1;;swapped;3;12.01.14;28.01.14
1256;Speisekarte;menu;Business English 1;;swapped;6;04.11.13;
1257;Sprechen Sie mit ihr.;Hable con ella.;Español Gramática;;swapped;4;18.02.18;26.12.18
1258;Staffelpreisliste;staggered pricelist;Business English 1;;;5;01.12.13;06.04.18
1259;staggered pricelist;Staffelpreisliste;Business English 1;;swapped;5;01.12.13;06.04.18
1260;Stammkunde;regular customer;Business English 1;;;4;01.12.13;17.02.14
1261;stand / booth;Messestand;Business English 1;;swapped;5;01.12.13;06.04.18
1262;Stand der Ding;state of affairs;Business English 1;;;4;01.12.13;15.02.14
1263;stärken;fortalecer;El arte de empezar;;;6;21.05.17;
1264;statement of account;Kontoauszug;Business English 1;;;4;01.12.13;17.02.14
1265;state of affairs;Stand der Ding;Business English 1;;swapped;5;01.12.13;19.03.16
1266;Steh auf.;Levántate.;Español Gramática;;swapped;4;10.02.18;30.03.18
1267;Steht auf.;Levantaos.;Español Gramática;;swapped;4;10.02.18;30.03.18
1268;Stell es auf den Tisch.   ;Ponelo encima de la mesa.;Español Gramática;;swapped;3;18.02.18;16.03.18
1269;steuerliche Lasten;los gravámenes fiscales;El arte de empezar;;swapped;6;21.05.17;
1270;Stichwörter;sketch words;Business English 2;;swapped;1;11.03.15;11.03.15
1271;Stillstand;down time (machine), stagnation (economical), stillstand, stoppage;Business English 2;;;2;11.03.15;09.06.15
1272;stipulation;Bestimmung;Business English 1;;;3;06.01.14;28.01.14
1273;stipulation;(Vertrags-)Bestimmung / Klausel;Business English 2;;swapped;3;11.03.15;16.01.18
1274;stornieren;cancel;Business English 2;;;2;11.03.15;10.06.15
1275;Suban al tercer piso.;Kommen Sie zur 3. Etage hoch.;Español Gramática;;;4;18.02.18;26.12.18
1276;Subconditions are to be shown sperately;Nebenkonditionen sollen gesondert ausgewiesen werden;Business English 2;;swapped;4;11.03.15;19.01.16
1277;sub contractor;Sub-Unternehmer;Business English 2;;swapped;3;11.03.15;30.12.15
1278;submit an offer;ein Angebot unterbreiten;Business English 1;;swapped;4;12.01.14;19.01.16
1279;subsidiary;Tochterfirma;Business English 1;;swapped;4;01.12.13;17.02.14
1280;Sub-Unternehmer;sub contractor;Business English 2;;;4;11.03.15;05.02.18
1281;Such sie.;Búscala.;Español Gramática;;swapped;5;10.02.18;24.02.19
1282;Sueles comprar cosas que no necesitas?     soler;Kaufst du gewöhnlich Sachen die du nicht brauchst?     gewohnt sein;Malaga 2018;;;5;29.03.18;12.01.19
1283;Sueña contigo.;Er träumt von dir.;ECOS Español;;;6;04.02.18;
1284;suggestion  proposal (Angebot);Vorschlag;Business English 2;;swapped;3;11.03.15;16.01.18
1285;suggestions;Vorschläge;Business English 1;;swapped;4;04.11.13;26.01.14
1286;Sugiero / sugerimos que el departamento cambie los planes.;Ich schlage vor / wir schlagen vor, dass die Abteilung ihre Pläne ändert.;Español Gramática;;;2;04.03.18;08.03.18
1287;superfluous;überflüssig;Business English 1;;swapped;4;01.12.13;13.02.14
1288;supplier rating system;Kundenbewertungssystem;Business English 2;;swapped;1;11.03.15;11.03.15
1289;suspicious;misstrauisch;Business English 1;;;2;06.01.14;21.01.14
1290;sustituir por algo;durch etwas ersetzen;El arte de empezar;;;6;12.11.17;
1291;tacaño;geizig;El arte de empezar;;;6;21.05.17;
1292;Tagesordnung;agenda;Business English 2;;;4;11.03.15;02.04.18
1293;Tagespreisliste;prices current;Business English 1;;swapped;4;04.11.13;26.01.14
1294;Tagesspesen;daily allowences;Business English 2;;;1;11.03.15;03.03.18
1295;tanto... como...     Tanto si son colegas del mismo rango profesional como si usted quiere dar un tono coloquial a su discurso.;sowohl ... als auch...;El arte de empezar;;swapped;6;04.03.18;
1296;tatsächlich;actually;Business English 1;;;5;04.11.13;06.04.18
1297;Te aconsejo que vayas a España.;Ich rate dir nach Spanien zu fahren.;Español Gramática;;swapped;3;18.02.18;13.03.18
1298;Te gusta algo?     No, no me gusta nada. / No, nada me gusta.;Gefällt dir etwas?     Nein, nichts gefällt mir.;Español Gramática;;swapped;5;10.02.18;24.02.19
1299;Te lo digo para que lo sepas.;Ich sage es dir, damit du es weißt.;Español Gramática;;;4;18.02.18;13.11.18
1300;tendieren, neigen zu;to incline;Business English 1;;swapped;2;06.01.14;21.01.14
1301;tener (ind);tuve, tuviste, tuvo ...;Malaga 2018;;;5;29.03.18;12.01.19
1302;tener miedo a alturas / volar;Angst haben vor dem Fliegen / Höhen;Malaga 2018;;;5;29.03.18;12.01.19
1303;tener un valor predictivo muy escaso sobre algo;geringe Vorhersagekraft haben;El arte de empezar;;;6;21.05.17;
1304;Tenga una sorpresa para mostrar tus intenciones buenas;Hab ein Geschenk, um deine guten Intentionen zu zeigen;Malaga 2018;;swapped;5;29.03.18;12.01.19
1305;than to date;als bisher;Business English 1;;swapped;4;01.12.13;17.02.14
1306;That's as may be.;Sei's drum.;Business English 1;;swapped;1;06.01.14;06.01.18
1307;that is too expensive;das ist zu teuer;Business English 2;;swapped;3;11.03.15;20.02.18
1308;that will entail a penalty;das wird eine Vertragsstrafe nach sich ziehen;Business English 2;;swapped;3;11.03.15;30.12.15
1309;the contract;der Vertrag;Business English 2;;swapped;2;11.03.15;23.12.15
1310;the liability;die Haftung;Business English 2;;swapped;4;11.03.15;02.04.18
1311;the negociation will be postponed / put forward;die Verhandlung wird verschoben / vorgezogen;Business English 2;;swapped;2;11.03.15;09.06.15
1312;then you'll have to cover / bear pay for the costs for /of;dann müssen Sie die Kosten für ... übernehmen;Business English 2;;swapped;3;11.03.15;17.06.15
1313;thoughtlessly;grob fahrlässig;Business English 2;;swapped;2;11.03.15;23.12.15
1314;three course meal;3 Gänge Menü;Business English 1;;;4;04.11.13;27.01.14
1315;thus;somit;Business English 1;;swapped;2;01.12.13;21.01.14
1316;thus;auf diese Weise;Business English 2;;swapped;2;11.03.15;10.06.15
1317;to accept / take delivery of / inspect a component;"ein Bauteil ""abnehmen""";Business English 2;;swapped;3;11.03.15;30.12.15
1318;to accomodate;jemandem entgegenkommen;Business English 2;;swapped;3;11.03.15;17.06.15
1319;to amend;–– to change;Business English 1;;;4;06.01.14;05.02.18
1320;to bargain;feilschen;Business English 1;;;3;12.01.14;28.01.14
1321;to bear;ausüben, ertragen;Business English 1;;;2;06.01.14;19.01.14
1322;to bear sth. in mind;im Kopf behalten;Business English 2;;swapped;3;11.03.15;16.06.15
1323;to book accommodation;Unterkunft buchen;Business English 1;;;5;01.12.13;06.04.18
1324;to carry through;etw. durchführen;Business English 1;;;4;04.11.13;26.01.14
1325;–– to change;to amend;Business English 1;;swapped;3;06.01.14;28.01.14
1326;to check;etw. prüfen;Business English 1;;;5;04.11.13;19.03.16
1327;Tochterfirma;subsidiary;Business English 1;;;4;01.12.13;15.02.14
1328;to claim for damages;Schadensersatz fordern;Business English 1;;swapped;3;12.01.14;28.01.14
1329;to complain;sich beschweren;Business English 2;;swapped;2;11.03.15;10.06.15
1330;Todas las chicas están aquí.;Alle Mädchen sind hier.;Español Gramática;;swapped;4;10.02.18;30.03.18
1331;todavía     Todavía no tenemos una respuesta del cliente.;noch/bislang     Bislang haben wir noch keine Antwort vom Kunden.;El arte de empezar;;;6;21.05.17;
1332;todos tiran de la misma cuerda;alle ziehen am gleichen Strang;El arte de empezar;;;2;02.12.18;05.12.18
1333;to dress someone down;jdn. fertig machen / runterputzen;Business English 1;;;4;04.11.13;28.01.14
1334;to effect payment;eine Zahlung leisten;Business English 1;;swapped;3;12.01.14;28.01.14
1335;to entail;nach sich ziehen;Business English 1;;;4;04.11.13;28.01.14
1336;to exceed;übersteigen;Business English 1;;;4;04.11.13;26.01.14
1337;to execute a delivery;eine Lieferung ausführen;Business English 2;;swapped;2;11.03.15;09.06.15
1338;to execute an order;einen Auftrag durchführen;Business English 1;;;3;12.01.14;30.12.15
1339;to grant;gewähren;Business English 1;;;5;04.11.13;06.04.18
1340;to grant;gewähren;Business English 2;;swapped;2;11.03.15;10.06.15
1341;to have sth. done;etw. machen lassen;Business English 1;;;5;04.11.13;06.04.18
1342;to incline;tendieren, neigen zu;Business English 1;;;2;06.01.14;21.01.14
1343;to jeopardize;riskieren, verspielen;Business English 1;;;4;04.11.13;27.01.14
1344;to lodge an objection;einen Einwand vorbringen;Business English 2;;swapped;2;11.03.15;09.01.18
1345;to make / fix an appointment;einen Termin vereinbaren;Business English 2;;swapped;2;11.03.15;23.12.15
1346;to make a misprint;sich vergucken  misprint - Fehldruck;Business English 1;;;4;01.12.13;17.02.14
1347;tomar una decisión;eine Entscheidung treffen   ;Malaga 2018;;;5;18.08.18;02.03.19
1348;to postpone;verschieben / aufschieben;Business English 1;;;3;06.01.14;28.01.14
1349;to press someone;jdn. drängen;Business English 1;;;4;12.01.14;05.02.18
1350;to process;verarbeiten;Business English 1;;swapped;4;01.12.13;17.02.14
1351;to reflect on;etwas überdenken;Business English 2;;;1;11.03.15;07.06.15
1352;to render;erbringen (einer Dienstleistung)   ;Business English 1;;;2;06.01.14;19.01.14
1353;to request;eine Forderung stellen;Business English 2;;swapped;2;11.03.15;10.06.15
1354;to take the minutes;das Protokoll führen;Business English 1;;swapped;4;01.12.13;15.02.14
1355;tough negociating;harte Verhandlung;Business English 1;;swapped;4;01.12.13;17.02.14
1356;to waive a principle / objection;verwerfen, verzichten auf;Business English 2;;swapped;4;11.03.15;05.02.18
1357;to waive a request;auf eine Forderung verzichten;Business English 2;;swapped;2;11.03.15;13.02.18
1358;to withdraw from an order;von einem Auftrag zurücktreten;Business English 2;;swapped;1;11.03.15;11.03.15
1359;to work overtime;Überstunden machen;Business English 2;;swapped;3;11.03.15;16.01.18
1360;Trabaja conmigo.;Sie arbeitet mit mir.;ECOS Español;;;6;04.02.18;
1361;traer suerte     Mis calcetines coloridos traen suerte.;Glück bringen     Meine bunten Socken bringen Glück.;Malaga 2018;;;5;29.03.18;07.12.18
